4.034081708193292037e+00,2.000000000000000111e-01,5.000000000000000104e-04,5.563860154570150485e-01,1.734723878488060533e+00,0.000000000000000000e+00
6.586203640490268185e+00,3.359375000000000000e-01,5.000000000000000104e-04,5.448785255897665714e-01,1.024415107144849513e+00,0.000000000000000000e+00
1.157369714392054405e+01,6.014404296875000000e-01,5.000000000000000104e-04,5.355999162739314423e-01,5.659299832860805735e-01,0.000000000000000000e+00
2.107142952917433121e+01,1.107555389404296875e+00,5.000000000000000104e-04,5.295924553109273569e-01,3.047378962878818376e-01,0.000000000000000000e+00
4.400864467844640160e+01,2.330666542053222656e+00,5.000000000000000104e-04,5.256186719275308672e-01,1.439478611469222902e-01,0.000000000000000000e+00
1.128019924186127128e+02,6.000000000000000000e+00,5.000000000000000104e-04,5.233473494491489575e-01,5.571709512082798077e-02,0.000000000000000000e+00
2.525551069615577848e+00,2.000000000000000111e-01,1.000000000000000056e-01,4.988972471035370559e-01,1.259260338031383153e+00,0.000000000000000000e+00
3.637576629173427722e+00,3.359375000000000000e-01,1.000000000000000056e-01,5.002959065905759894e-01,8.313482771591383935e-01,0.000000000000000000e+00
5.817850385732350915e+00,6.014404296875000000e-01,1.000000000000000056e-01,5.027183110032138469e-01,4.994678847809232991e-01,0.000000000000000000e+00
9.977187094290671965e+00,1.107555389404296875e+00,1.000000000000000056e-01,5.050904738803055904e-01,2.836798518698700478e-01,0.000000000000000000e+00
2.002895978637316077e+01,2.330666542053222656e+00,1.000000000000000056e-01,5.071098067261655684e-01,1.388143116280042277e-01,0.000000000000000000e+00
5.018228946109168476e+01,6.000000000000000000e+00,1.000000000000000056e-01,5.084597623964591806e-01,5.483160024762456786e-02,0.000000000000000000e+00
2.525551069615577848e+00,2.000000000000000111e-01,1.000000000000000056e-01,4.988972471035370559e-01,1.259260338031383153e+00,0.000000000000000000e+00
3.637576629173427722e+00,3.359375000000000000e-01,1.000000000000000056e-01,5.002959065905759894e-01,8.313482771591383935e-01,0.000000000000000000e+00
5.817850385732350915e+00,6.014404296875000000e-01,1.000000000000000056e-01,5.027183110032138469e-01,4.994678847809232991e-01,0.000000000000000000e+00
9.977187094290671965e+00,1.107555389404296875e+00,1.000000000000000056e-01,5.050904738803055904e-01,2.836798518698700478e-01,0.000000000000000000e+00
2.002895978637316077e+01,2.330666542053222656e+00,1.000000000000000056e-01,5.071098067261655684e-01,1.388143116280042277e-01,0.000000000000000000e+00
5.018228946109168476e+01,6.000000000000000000e+00,1.000000000000000056e-01,5.084597623964591806e-01,5.483160024762456786e-02,0.000000000000000000e+00
