3.933749960273271284e+01,2.999999999999999334e-01,2.500000000000000139e-02,3.908295487136562163e-01,0.000000000000000000e+00,1.110549685778678686e-01
3.951369458779533517e+01,2.972549328735112351e-01,2.500000000000000139e-02,3.908392328588575215e-01,0.000000000000000000e+00,1.101814384851446532e-01
5.263442237018111314e+01,2.999999999999999334e-01,1.264465300312798794e-02,3.958571349193190092e-01,0.000000000000000000e+00,1.057067658577506147e-01
6.700301634827079056e+01,2.999999999999999889e-01,4.795798592058379307e-03,4.112559489240742994e-01,0.000000000000000000e+00,1.046603077430300899e-01
7.642510395609635054e+01,2.999999999999999334e-01,1.265740286052173492e-03,4.281893993900702244e-01,0.000000000000000000e+00,1.063386164885827823e-01
7.883849044636902192e+01,2.999999999999999334e-01,5.000000000000000104e-04,4.330687197226665286e-01,0.000000000000000000e+00,1.067962199419126706e-01
7.512973020801679525e+01,4.949400344558855386e-02,2.480809145155642853e-02,3.969666488067439825e-01,0.000000000000000000e+00,5.094517184358407502e-02
1.150756635876064564e+02,4.975535572009708724e-02,1.400068034238783829e-02,3.920037396087394654e-01,0.000000000000000000e+00,4.433506644640482913e-02
8.070806579516414558e+01,7.094249162197871494e-02,1.996253736943261886e-02,3.920002416714828963e-01,0.000000000000000000e+00,6.320655509850514608e-02
1.714060295851602689e+02,4.984638672498746537e-02,7.029391144785230097e-03,3.954314300231022150e-01,0.000000000000000000e+00,4.009004603768905745e-02
1.335057750701433008e+02,6.399698625308987421e-02,9.024923931645821920e-03,3.953905569174214762e-01,0.000000000000000000e+00,5.144785414521177436e-02
8.099318074127907607e+01,1.054899782700265548e-01,1.487631035738021940e-02,3.954166883645957586e-01,0.000000000000000000e+00,8.482879636480783470e-02
2.441050430664718931e+02,4.987261883618478164e-02,2.667474160929473714e-03,4.129207501889181064e-01,0.000000000000000000e+00,3.825312260014469834e-02
1.901300834353400262e+02,6.403066524508875534e-02,3.424727817270267326e-03,4.128683209198111270e-01,0.000000000000000000e+00,4.909604337796915491e-02
1.153451465367562179e+02,1.055454933238147014e-01,5.645179315098656538e-03,4.127508253953730555e-01,0.000000000000000000e+00,8.086714398074090759e-02
5.450318042878427605e+01,2.233660758332778329e-01,1.194690091712580921e-02,4.126771752553563544e-01,0.000000000000000000e+00,1.710588354417750812e-01
3.009399816634635840e+02,4.987672305377993665e-02,7.040761396368901441e-04,4.372656064993610814e-01,0.000000000000000000e+00,3.842495529773169716e-02
2.343980143399483893e+02,6.403593458504044933e-02,9.039522017527336275e-04,4.375539194844459412e-01,0.000000000000000000e+00,4.940143872551835263e-02
1.422008751683175944e+02,1.055541790852785877e-01,1.490037323678418098e-03,4.378684084319860448e-01,0.000000000000000000e+00,8.155431415651070992e-02
6.719310111046694090e+01,2.233844575224692153e-01,3.153368081894896389e-03,4.376400143159679401e-01,0.000000000000000000e+00,1.724042979466206826e-01
5.400731792250682872e+01,2.999999999999999889e-01,5.000000000000000104e-04,4.522382397057434500e-01,0.000000000000000000e+00,2.349244617829578941e-01
1.264583201612843766e+02,1.965788287079584321e-02,2.480809145155642853e-02,3.979308596963456179e-01,0.000000000000000000e+00,3.692523058424197063e-02
2.249938879286918336e+02,1.976168599930923711e-02,1.400068034238783829e-02,3.931558027466394156e-01,0.000000000000000000e+00,2.925417891476984888e-02
1.752446468985521051e+02,2.537171559120645140e-02,1.797525169375102302e-02,3.931599725553700519e-01,0.000000000000000000e+00,3.755203197789076103e-02
4.016777666015861996e+02,1.979784142637451561e-02,7.029391144785228362e-03,3.939284942083115526e-01,0.000000000000000000e+00,2.378418076136094850e-02
2.964728941193710625e+02,2.682320835746102028e-02,9.523807128360964672e-03,3.939790574337003748e-01,0.000000000000000000e+00,3.225958471764007324e-02
1.615098808294359287e+02,4.923755586973985882e-02,1.748221090206998271e-02,3.939379924808552036e-01,0.000000000000000000e+00,5.916372928123821151e-02
7.159657121548436862e+02,1.980826021922763025e-02,2.667474160929473714e-03,4.088746771121989920e-01,0.000000000000000000e+00,2.039898517109129186e-02
5.576558225082717399e+02,2.543151149433400815e-02,3.424727817270266025e-03,4.088503450165947850e-01,0.000000000000000000e+00,2.618496059665060063e-02
3.383098104203822913e+02,4.192024893643634537e-02,5.645179315098646997e-03,4.086336657250271842e-01,0.000000000000000000e+00,4.308927386667672083e-02
1.598589660698588091e+02,8.871588173033978508e-02,1.194690091712577451e-02,4.084753984069235400e-01,0.000000000000000000e+00,9.107804401006354411e-02
1.065565568133101124e+03,1.980989032031352237e-02,7.040761396368901441e-04,4.420975582280509131e-01,0.000000000000000000e+00,1.943439721746310564e-02
8.299545409822886768e+02,2.543360435529424049e-02,9.039522017527331938e-04,4.426526097967404261e-01,0.000000000000000000e+00,2.501791143694642380e-02
5.035037791713669435e+02,4.192369872165505745e-02,1.490037323678416147e-03,4.431970812374679825e-01,0.000000000000000000e+00,4.134648137163057791e-02
2.379169204653237557e+02,8.872318251564580149e-02,3.153368081894886849e-03,4.428725899695230561e-01,0.000000000000000000e+00,8.736532455949902465e-02
1.263983396185303860e+02,1.985154222330146323e-01,4.968979797234683105e-04,4.753772379370491130e-01,0.000000000000000000e+00,1.992687387629508700e-01
1.444480337688866882e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.977971974826191026e-01,0.000000000000000000e+00,3.434066712353491674e-02
2.151752328460428032e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.931926944644217881e-01,0.000000000000000000e+00,3.839428283478494436e-02
4.286898830183346831e+02,1.499999999999999944e-02,1.733068101526588634e-02,3.922416171052666711e-01,0.000000000000000000e+00,3.328727365871982091e-02
6.160781694457710955e+02,2.726320267275333248e-02,1.194690091712577451e-02,3.981506078403765359e-01,0.000000000000000000e+00,4.106382058406157082e-02
1.396026930751896089e+03,2.726544627091851553e-02,3.153368081894892920e-03,4.268210758379801795e-01,0.000000000000000000e+00,3.243826189850473191e-02
9.943646374301198421e+02,6.073527819774664216e-02,4.946961215640512327e-04,4.886429400234438281e-01,0.000000000000000000e+00,7.051567942340766781e-02
1.444872522272257811e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.977935631245969050e-01,0.000000000000000000e+00,3.434336872740057639e-02
2.152449444639260037e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.931872499804531240e-01,0.000000000000000000e+00,3.839907430734230270e-02
3.752557650450553410e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.919561070002928194e-01,0.000000000000000000e+00,4.205085924933230773e-02
8.988699097513648439e+02,1.499999999999999944e-02,2.500000000000000139e-02,3.926109390753140249e-01,0.000000000000000000e+00,4.502094604738577505e-02
3.843284214329449696e+03,1.499999999999999944e-02,7.021261315077271560e-03,4.015965583087709456e-01,0.000000000000000000e+00,2.482964196393075765e-02
1.301287272333258989e+04,1.499999999999999944e-02,4.944820831559996370e-04,4.713947396612224172e-01,0.000000000000000000e+00,1.821881134274896258e-02
